0	0.0
4	0.0
8	0.0
12	0.0
16	0.0
20	0.0
24	0.0
28	0.0
32	0.0
36	0.0
40	0.0
44	0.0
48	0.0
52	0.0
56	0.0
60	0.0
64	0.0
68	0.0
72	0.0
76	0.0
80	0.0
84	0.0
88	0.0
92	0.0
96	0.0
100	0.0
104	0.0
108	0.0
112	0.0
116	0.0
120	0.0
124	0.0
128	0.0
132	0.0
136	0.0
140	0.0
144	0.0
148	0.0
152	0.0
156	0.0
160	3.5718242412979417e-12
164	2.018352700847375e-09
168	1.9514177783106787e-09
172	-7.407857101929253e-11
176	-4.0091199471700355e-09
180	-8.676012979055044e-09
184	-7.1815338171703965e-09
188	4.324483082733118e-09
192	2.570717873617644e-08
196	4.747668037373949e-08
200	4.5082709375138244e-08
204	-3.740605769786708e-09
208	-9.445491147310675e-08
212	-1.6182964350605736e-07
216	-1.0108153310513268e-07
220	1.6088730035951287e-07
224	5.729399023127806e-07
228	9.572525556064077e-07
232	1.2060426316057136e-06
236	1.6582599815685313e-06
240	3.446201810732733e-06
244	8.393392095130063e-06
248	1.8124902201305764e-05
252	3.253094741486484e-05
256	4.864710453466335e-05
260	6.20579431069469e-05
264	7.340348885479025e-05
268	0.000101547225372532
272	0.00020188627313821265
276	0.00048382240744933297
280	0.001117372506989421
284	0.0023182234097196526
288	0.004305177024140992
292	0.0072340165273827
296	0.011124007422880366
300	0.015802175088307814
304	0.020890916152260332
308	0.02585393971929199
312	0.030096532257496134
316	0.03309549912921696
320	0.034520619696639894
324	0.03430951909821419
328	0.032672456069449185
332	0.03002715949152
336	0.026887107546631296
340	0.023740156615112817
344	0.020953568333850443
348	0.01872796299995959
352	0.017103280715956026
356	0.016002785711262495
360	0.015292375236455595
364	0.014833606418515386
368	0.014517180754587099
372	0.014274099863579665
376	0.014069959767339954
380	0.013891448569136579
384	0.013733142572385481
388	0.013589215269308808
392	0.013450865415323828
396	0.0133077777454311
400	0.013151044358823064
404	0.012975406524671447
408	0.012779766575162525
412	0.012566039580731854
416	0.012337181990616407
420	0.012095513890635911
424	0.011842158153897478
428	0.011577692195835682
432	0.011303415600043859
436	0.011022269786768537
440	0.01073873795678007
444	0.010457644593081562
448	0.010182463213595202
452	0.00991409722416514
456	0.009650836083862165
460	0.009389541583672554
464	0.009127422195050429
468	0.008863406400883882
472	0.008598384973679273
476	0.00833425042930505
480	0.00807242827607427
484	0.007812909492131967
488	0.007554455243717688
492	0.007295936237299052
496	0.007038006751801823
500	0.006784007295776687
504	0.006539356685479535
508	0.00630948790872187
512	0.0060973120182358
516	0.005901549730361248
520	0.005716907366747031
524	0.005536179608995883
528	0.00535328132627033
532	0.005165732431232926
536	0.004975434041502342
540	0.004787481835492887
544	0.004607754926552491
548	0.0044405116585010205
552	0.004287038500824421
556	0.004145754111024934
560	0.004013388804508401
564	0.003886469220384408
568	0.00376237255499847
572	0.003639645526862996
576	0.0035177749672617234
580	0.0033968187950991604
584	0.0032772286001432416
588	0.003159849367730505
592	0.003045874774834132
596	0.00293655842685862
600	0.002832723552305217
604	0.0027343346056632072
608	0.002640432880653986
612	0.0025495334872762845
616	0.0024602906284556044
620	0.002372074244803917
624	0.002285158928863599
628	0.0022004611841390403
632	0.0021189943684648623
636	0.0020413898529442393
640	0.001967720737987651
644	0.0018976895346202107
648	0.0018309552542664048
652	0.0017673433006579753
656	0.0017067883030341421
660	0.0016490993899033943
664	0.0015937704781195225
668	0.0015400375694519263
672	0.001487187510834521
